epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
202031,DE,10,-2.0,4.0,116.0,-19.0,-28.714285714285715,7.857142857142857,8.0,,,,,193.33333333333331,13.333333333333334,600.0,6.0,14877.0,702.0,20970.0,733.0,21757.0
202032,DE,10,-3.5714285714285716,2.142857142857143,93.0,-18.142857142857142,-30.0,8.428571428571429,7.0,,,,,195.0,16.0,606.0,6.0,15502.0,625.0,20184.0,511.0,20742.0
202033,DE,10,-2.7142857142857144,2.142857142857143,112.6,-15.714285714285714,-29.0,7.428571428571429,30.0,,,,,187.66666666666663,5.666666666666667,608.0,2.0,16396.0,894.0,20649.0,603.0,21279.0
202034,DE,10,-2.4285714285714284,1.8571428571428572,44.0,-18.0,-28.571428571428573,7.142857142857143,48.0,,,,,192.66666666666663,10.666666666666666,613.0,5.0,16828.0,432.0,19064.0,494.0,19580.0
202035,DE,10,-4.0,0.42857142857142855,,-21.8,-27.428571428571427,7.428571428571429,58.0,,,,,189.33333333333331,7.333333333333333,615.0,2.0,17349.0,541.0,25863.0,614.0,26501.0
202036,DE,10,-1.5714285714285714,3.4285714285714284,,-21.2,-27.285714285714285,6.285714285714286,66.0,,,,,205.0,24.0,623.0,8.0,17892.0,555.0,25274.0,736.0,26045.0
202037,DE,10,-3.7142857142857144,0.0,66.0,-23.0,-32.285714285714285,7.714285714285714,51.0,,,,,195.33333333333331,11.333333333333334,630.0,7.0,18726.0,834.0,22164.0,710.0,22895.0
202038,DE,10,-4.142857142857143,0.0,84.16666666666667,-23.0,-26.0,6.285714285714286,33.0,,,,,159.66666666666666,0.0,635.0,5.0,19449.0,723.0,24488.0,702.0,25217.0
202039,DE,10,-5.857142857142857,-1.5714285714285714,69.0,-28.428571428571427,-25.428571428571427,7.0,50.0,,,,,199.33333333333331,12.333333333333334,646.0,11.0,20156.0,707.0,27050.0,765.0,27831.0
202040,DE,10,-6.285714285714286,-0.7142857142857143,48.833333333333336,-24.285714285714285,-24.428571428571427,6.571428571428571,73.0,,,,,197.66666666666663,9.666666666666666,660.0,14.0,21125.0,969.0,32292.0,1019.0,33326.0
202041,DE,10,-7.428571428571429,-0.8571428571428571,57.166666666666664,-24.857142857142858,-24.714285714285715,6.142857142857143,90.0,,,,,199.0,10.0,671.0,11.0,21998.0,873.0,46001.0,1189.0,47201.0
202042,DE,10,-10.571428571428571,-3.857142857142857,25.166666666666668,-28.857142857142858,-25.285714285714285,7.857142857142857,92.0,0.0,,,,197.33333333333331,8.666666666666666,686.0,15.0,22942.0,944.0,38652.0,1084.0,39749.0
202043,DE,10,-9.857142857142858,-2.5714285714285716,46.833333333333336,-30.0,-24.0,6.857142857142857,85.0,0.0,,,,208.33333333333331,15.333333333333334,709.0,23.0,23847.0,905.0,38194.0,1185.0,39397.0
202044,DE,10,-12.571428571428571,-4.0,4.833333333333333,-34.285714285714285,-25.0,8.0,77.0,0.0,,,,186.66666666666663,1.3333333333333333,735.0,26.0,24951.0,1104.0,36430.0,1315.0,37757.0
202045,DE,10,-9.857142857142858,-4.428571428571429,12.166666666666666,-30.285714285714285,-25.714285714285715,7.571428571428571,92.0,0.0,,,,193.66666666666663,2.0,752.0,17.0,26258.0,1307.0,37951.0,1860.0,39825.0
202046,DE,10,-10.428571428571429,-4.714285714285714,17.833333333333332,-35.142857142857146,-25.285714285714285,8.428571428571429,144.0,0.0,,,,166.0,0.0,766.0,14.0,28395.0,2137.0,44675.0,2717.0,47407.0
202047,DE,10,-12.428571428571429,-2.5714285714285716,-1.1666666666666667,-37.285714285714285,-24.857142857142858,8.428571428571429,161.0,0.0,,,,224.0,27.0,786.0,20.0,31321.0,2926.0,62197.0,4017.0,66242.0
202048,DE,10,-17.0,-3.0,3.1666666666666665,-43.42857142857143,-36.857142857142854,11.714285714285714,226.0,0.0,,,,189.66666666666663,0.0,813.0,27.0,34670.0,3349.0,56957.0,4191.0,61174.0
202049,DE,10,-14.428571428571429,-6.0,-11.333333333333334,-40.57142857142857,-25.571428571428573,10.142857142857142,349.0,0.0,,,,217.0,16.0,842.0,29.0,39096.0,4426.0,56081.0,6222.0,62354.0
202050,DE,10,-13.285714285714286,-4.428571428571429,-12.833333333333334,-41.285714285714285,-25.571428571428573,9.571428571428571,358.0,0.0,,,,259.6666666666667,49.66666666666666,887.0,45.0,44876.0,5780.0,61875.0,6387.0,68306.0
202051,DE,10,-15.857142857142858,-4.142857142857143,-20.5,-44.57142857142857,-27.571428571428573,11.142857142857142,358.0,10.0,0.0,0.0,,258.0,44.66666666666666,952.0,65.0,50136.0,5260.0,62229.0,6480.0,68759.0
202052,DE,10,-15.571428571428571,0.2857142857142857,-19.166666666666668,-42.42857142857143,-39.857142857142854,12.571428571428571,327.0,0.0,0.0,0.0,,263.3333333333333,50.66666666666666,1017.0,65.0,54473.0,4337.0,58568.0,5482.0,64093.0
202053,DE,10,-13.714285714285714,-6.857142857142857,-11.0,-43.857142857142854,-39.285714285714285,13.857142857142858,320.0,0.0,0.0,0.0,,261.3333333333333,46.0,1072.0,55.0,58873.0,4400.0,47266.0,5393.0,52695.0
202101,DE,10,-18.714285714285715,-9.285714285714286,-26.666666666666668,-43.42857142857143,-28.285714285714285,11.285714285714286,379.0,0.0,0.0,0.0,,254.0,40.0,1128.0,56.0,64475.0,5602.0,63176.0,6703.0,69917.0
202102,DE,10,-19.285714285714285,-9.857142857142858,-13.0,-43.57142857142857,-26.714285714285715,10.428571428571429,385.0,3.0,0.0,0.0,,261.6666666666667,47.333333333333336,1188.0,60.0,69372.0,4897.0,62783.0,6029.0,68840.0
202103,DE,10,-20.0,-11.571428571428571,-15.333333333333334,-43.42857142857143,-29.285714285714285,11.0,353.0,0.0,0.0,0.0,,254.0,44.0,1254.0,66.0,73915.0,4543.0,60626.0,5347.0,65997.0
202104,DE,10,-21.571428571428573,-11.285714285714286,-29.0,-44.0,-26.428571428571427,10.428571428571429,268.0,0.0,0.0,0.0,,243.33333333333331,30.666666666666668,1301.0,47.0,77551.0,3636.0,56067.0,3985.0,60083.0
202105,DE,10,-27.0,-15.428571428571429,-36.5,-49.0,-31.285714285714285,13.0,243.0,0.0,0.0,0.0,,245.0,28.0,1329.0,28.0,79832.0,2281.0,44718.0,2965.0,47707.0
202106,DE,10,-24.857142857142858,-13.714285714285714,-35.666666666666664,-45.42857142857143,-29.571428571428573,11.571428571428571,189.0,0.0,0.0,0.0,,217.0,8.666666666666666,1356.0,27.0,82672.0,2840.0,44890.0,2482.0,47389.0
202107,DE,10,-22.857142857142858,-14.0,-35.5,-45.57142857142857,-31.857142857142858,13.285714285714286,136.0,0.0,127927.0,0.0,,197.33333333333331,0.0,1366.0,10.0,84531.0,1859.0,39835.0,2099.0,41950.0
202108,DE,10,-14.571428571428571,-8.428571428571429,-14.0,-35.714285714285715,-25.0,9.0,146.0,0.0,138321.0,0.0,,205.33333333333331,0.0,1418.0,52.0,86517.0,1986.0,44861.0,2265.0,47143.0
202109,DE,10,-12.571428571428571,-7.285714285714286,-19.5,-36.714285714285715,-25.428571428571427,8.857142857142858,90.0,0.0,158871.0,89357.0,,209.66666666666663,0.0,1464.0,46.0,88139.0,1622.0,41880.0,1828.0,43725.0
202110,DE,10,-7.142857142857143,-3.857142857142857,24.5,-28.714285714285715,-24.285714285714285,7.285714285714286,77.0,0.0,190252.0,111344.0,,196.0,0.0,1504.0,40.0,90156.0,2017.0,40960.0,1502.0,42508.0
202111,DE,10,-4.571428571428571,-2.5714285714285716,-6.5,-28.857142857142858,-24.0,7.714285714285714,101.0,0.0,231420.0,127182.0,,224.0,7.333333333333333,1526.0,22.0,91942.0,1786.0,38559.0,1579.0,40146.0
202112,DE,10,-2.7142857142857144,-1.5714285714285714,23.5,-26.714285714285715,-23.571428571428573,6.571428571428571,110.0,0.0,272395.0,142013.0,,202.66666666666663,0.0,1544.0,18.0,93701.0,1759.0,39576.0,1947.0,41538.0
202113,DE,10,0.42857142857142855,4.285714285714286,9.833333333333334,-24.714285714285715,-27.0,7.428571428571429,138.0,0.0,318248.0,167682.0,,156.66666666666666,0.0,1565.0,21.0,96077.0,2376.0,40403.0,2212.0,42625.0
202114,DE,10,-4.285714285714286,-1.1428571428571428,49.5,-22.428571428571427,-30.0,6.0,136.0,0.0,356640.0,193963.0,,184.66666666666663,0.0,1577.0,12.0,98203.0,2126.0,37508.0,2365.0,39886.0
202115,DE,10,-2.4285714285714284,-0.2857142857142857,21.666666666666668,-25.142857142857142,-24.428571428571427,6.428571428571429,163.0,1.0,394951.0,236291.0,,200.66666666666663,0.6666666666666666,1602.0,25.0,100777.0,2574.0,39488.0,2693.0,42197.0
202116,DE,10,-0.8571428571428571,1.4285714285714286,33.666666666666664,-26.571428571428573,-23.142857142857142,5.857142857142857,162.0,1.0,428683.0,275559.0,,205.66666666666663,2.6666666666666665,1615.0,13.0,102927.0,2150.0,37533.0,2104.0,39646.0
202117,DE,10,1.2857142857142858,3.5714285714285716,40.0,-23.857142857142858,-23.142857142857142,5.571428571428571,148.0,0.0,454621.0,316204.0,,199.66666666666663,0.6666666666666666,1626.0,11.0,104621.0,1694.0,35323.0,1620.0,36960.0
202118,DE,10,3.2857142857142856,8.0,40.5,-23.285714285714285,-23.0,5.0,93.0,0.0,473436.0,348871.0,,188.0,0.0,1636.0,10.0,105948.0,1327.0,33557.0,1265.0,34832.0
202119,DE,10,3.5714285714285716,8.428571428571429,41.166666666666664,-23.428571428571427,-23.142857142857142,4.571428571428571,85.0,0.0,487833.0,375104.0,,201.0,4.666666666666667,1651.0,15.0,106873.0,925.0,28873.0,954.0,29843.0
202120,DE,10,5.428571428571429,9.428571428571429,63.333333333333336,-23.285714285714285,-21.857142857142858,4.428571428571429,67.0,0.0,503642.0,392182.0,,212.66666666666663,19.666666666666668,1659.0,8.0,108280.0,1407.0,25568.0,715.0,26292.0
202121,DE,10,5.857142857142857,10.142857142857142,51.0,-25.714285714285715,-22.428571428571427,5.428571428571429,60.0,0.0,526576.0,414617.0,,197.66666666666663,3.333333333333333,1661.0,2.0,108770.0,490.0,21545.0,469.0,22018.0
202122,DE,10,6.857142857142857,10.0,56.333333333333336,-27.0,-27.285714285714285,6.0,38.0,0.0,537663.0,427746.0,,170.33333333333334,0.0,1677.0,16.0,109070.0,300.0,16351.0,285.0,16641.0
202123,DE,10,7.571428571428571,10.857142857142858,51.333333333333336,-24.428571428571427,-20.714285714285715,4.714285714285714,24.0,0.0,545834.0,441638.0,,190.0,0.0,1679.0,2.0,109322.0,252.0,16657.0,216.0,16877.0
202124,DE,10,10.857142857142858,13.857142857142858,94.0,-19.857142857142858,-23.428571428571427,3.7142857142857144,17.0,0.0,554681.0,460947.0,,164.66666666666666,0.0,1682.0,3.0,109528.0,212.0,16231.0,172.0,16403.0
202125,DE,10,9.428571428571429,11.571428571428571,86.0,-19.142857142857142,-24.0,4.0,13.0,0.0,560657.0,471514.0,,205.33333333333331,13.333333333333334,1694.0,12.0,109657.0,129.0,14494.0,146.0,14640.0
202126,DE,10,10.571428571428571,14.714285714285714,70.16666666666667,-17.571428571428573,-24.571428571428573,4.285714285714286,9.0,0.0,568173.0,489688.0,,200.0,8.0,1695.0,1.0,109846.0,189.0,13573.0,190.0,13767.0
202127,DE,10,10.142857142857142,14.285714285714286,106.33333333333333,-18.428571428571427,-29.142857142857142,5.142857142857143,20.0,0.0,572914.0,495651.0,,173.0,0.0,1695.0,0.0,110019.0,173.0,12549.0,207.0,12758.0
202128,DE,10,11.714285714285714,14.0,85.0,-18.857142857142858,-23.285714285714285,4.142857142857143,18.0,0.0,577939.0,501985.0,,168.0,0.0,1697.0,2.0,110339.0,320.0,12917.0,326.0,13244.0
202129,DE,10,12.571428571428571,14.714285714285714,98.16666666666667,-16.285714285714285,-22.714285714285715,3.7142857142857144,26.0,0.0,583147.0,507392.0,,177.66666666666666,0.0,1698.0,1.0,110729.0,390.0,13395.0,426.0,13822.0
202130,DE,10,12.714285714285714,14.714285714285714,85.5,-17.0,-22.857142857142858,4.285714285714286,17.0,1.0,589786.0,512530.0,,179.0,0.0,1833.0,135.0,111407.0,678.0,18816.0,809.0,19626.0
202131,DE,10,11.428571428571429,14.428571428571429,91.33333333333333,-16.0,-23.142857142857142,4.428571428571429,65.0,0.0,597555.0,517378.0,,186.33333333333331,0.0,1835.0,2.0,112558.0,1151.0,22745.0,1250.0,23997.0
202132,DE,10,10.714285714285714,13.285714285714286,80.83333333333333,-18.142857142857142,-23.142857142857142,4.714285714285714,107.0,0.0,605027.0,522104.0,,240.0,48.0,1838.0,3.0,114187.0,1629.0,26617.0,1906.0,28536.0
202133,DE,10,10.571428571428571,12.0,64.83333333333333,-17.714285714285715,-23.571428571428573,5.142857142857143,174.0,1.0,612975.0,527769.0,,211.66666666666663,20.666666666666668,1854.0,16.0,116461.0,2274.0,27386.0,2213.0,29606.0
202134,DE,10,9.0,11.0,60.833333333333336,-22.142857142857142,-23.142857142857142,5.0,174.0,2.0,620164.0,534691.0,,196.0,8.0,1877.0,23.0,118926.0,2465.0,33679.0,2648.0,36349.0
202135,DE,10,7.714285714285714,11.714285714285714,49.833333333333336,-19.714285714285715,-23.0,4.857142857142857,194.0,0.0,627003.0,541834.0,,193.33333333333331,6.666666666666667,1891.0,14.0,121744.0,2818.0,33167.0,2770.0,35942.0
202136,DE,10,8.0,10.142857142857142,71.5,-23.142857142857142,-27.142857142857142,5.285714285714286,204.0,0.0,631364.0,547024.0,,210.33333333333331,19.33333333333333,1900.0,9.0,124575.0,2831.0,32858.0,3150.0,36023.0
202137,DE,10,5.571428571428571,9.142857142857142,55.333333333333336,-22.0,-21.857142857142858,3.7142857142857144,203.0,1.0,637298.0,552883.0,,198.0,13.333333333333334,1920.0,20.0,127803.0,3228.0,41341.0,3437.0,44790.0
202138,DE,10,3.7142857142857144,7.571428571428571,53.166666666666664,-20.142857142857142,-19.285714285714285,3.7142857142857144,192.0,0.0,641885.0,557757.0,,229.66666666666663,38.66666666666666,1942.0,22.0,131043.0,3240.0,43001.0,3310.0,46324.0
202139,DE,10,4.428571428571429,9.428571428571429,51.333333333333336,-20.571428571428573,-18.0,3.2857142857142856,186.0,1.0,645970.0,561343.0,,207.33333333333331,17.333333333333332,1972.0,30.0,134217.0,3174.0,43193.0,3509.0,46722.0
202140,DE,10,3.142857142857143,7.571428571428571,35.666666666666664,-23.285714285714285,-18.714285714285715,3.857142857142857,176.0,0.0,654696.0,568699.0,,194.0,8.666666666666666,1997.0,25.0,137288.0,3071.0,40620.0,3300.0,43932.0
202141,DE,10,2.5714285714285716,6.285714285714286,28.5,-24.285714285714285,-18.714285714285715,4.0,193.0,3.0,659706.0,573019.0,,225.0,33.0,2032.0,35.0,139874.0,2586.0,41200.0,3029.0,44237.0
202142,DE,10,2.857142857142857,6.571428571428571,30.833333333333332,-24.0,-17.142857142857142,3.142857142857143,136.0,0.0,665727.0,578337.0,,240.66666666666663,48.66666666666666,2064.0,32.0,142058.0,2184.0,38692.0,2420.0,41123.0
202143,DE,10,0.5714285714285714,5.142857142857143,12.333333333333334,-28.857142857142858,-16.857142857142858,4.285714285714286,125.0,3.0,669987.0,581433.0,,234.33333333333331,43.333333333333336,2091.0,27.0,143950.0,1892.0,35515.0,2113.0,37643.0
202144,DE,10,2.142857142857143,5.714285714285714,9.666666666666666,-27.285714285714285,-17.0,4.142857142857143,128.0,1.0,676938.0,585705.0,,191.0,5.333333333333333,2119.0,28.0,145612.0,1662.0,37104.0,1914.0,39030.0
202145,DE,10,2.2857142857142856,4.0,13.666666666666666,-30.428571428571427,-19.714285714285715,5.0,121.0,2.0,683278.0,589185.0,,235.33333333333331,41.333333333333336,2141.0,22.0,147533.0,1921.0,36946.0,2238.0,39187.0
202146,DE,10,1.7142857142857142,4.857142857142857,-0.16666666666666666,-30.714285714285715,-16.142857142857142,4.285714285714286,143.0,6.0,693987.0,593321.0,,186.0,0.0,2159.0,18.0,150046.0,2513.0,38459.0,2976.0,41444.0
202147,DE,10,-3.2857142857142856,5.857142857142857,-7.5,-29.714285714285715,-35.285714285714285,8.285714285714286,156.0,5.0,694961.0,593295.0,,226.0,30.0,2173.0,14.0,152407.0,2361.0,30206.0,2514.0,32729.0
